p0,t,A_market_share,product2_rate_when_A_chosen,avg_profit_per_period
0.2,83,0.9925,0.0,0.9428749999999932
0.2,84,0.9925,0.0,0.9428749999999932
0.2,85,0.995,0.0,0.9452499999999933
0.2,86,0.995,0.0,0.9452499999999933
0.2,87,0.9875,0.0,0.9381249999999933
0.2,88,0.9975,0.0,0.9476249999999932
0.2,89,0.9925,0.0,0.9428749999999932
0.2,90,0.9925,0.0,0.9428749999999932
0.2,91,0.995,0.0,0.9452499999999933
0.2,92,0.9925,0.0,0.9428749999999932
0.2,93,0.995,0.0,0.9452499999999933
0.2,94,0.9975,0.0,0.9476249999999932
0.2,95,0.9975,0.0,0.9476249999999932
0.2,96,0.995,0.0,0.9452499999999933
0.2,97,0.9925,0.0,0.9428749999999932
0.2,98,0.9975,0.0,0.9476249999999932
0.2,99,0.9975,0.0,0.9476249999999932
0.2,100,0.9975,0.0,0.9476249999999932
0.2,101,0.9925,0.0,0.9428749999999932
0.2,102,1.0,0.0,0.9499999999999932
0.2,103,0.9975,0.0,0.9476249999999932
0.2,104,0.9975,0.0,0.9476249999999932
0.2,105,0.9975,0.0,0.9476249999999932
0.2,106,0.995,0.0,0.9452499999999933
0.2,107,0.9875,0.0,0.9381249999999933
0.2,108,0.9975,0.0,0.9476249999999932
0.2,109,0.9975,0.0,0.9476249999999932
0.2,110,0.9975,0.0,0.9476249999999932
0.2,111,0.9925,0.0,0.9428749999999932
0.2,112,0.9975,0.0,0.9476249999999932
0.2,113,1.0,0.0,0.9499999999999932
0.2,114,0.9975,0.0,0.9476249999999932
0.2,115,1.0,0.0,0.9499999999999932
0.2,116,0.9925,0.0,0.9428749999999932
0.2,117,1.0,0.0,0.9499999999999932
0.2,118,0.9975,0.0,0.9476249999999932
0.2,119,0.9975,0.0,0.9476249999999932
0.2,120,0.9975,0.0,0.9476249999999932
0.2,121,1.0,0.0,0.9499999999999932
0.2,122,0.9975,0.0,0.9476249999999932
0.2,123,0.9975,0.0,0.9476249999999932
0.2,124,1.0,0.0,0.9499999999999932
0.2,125,0.9975,0.0,0.9476249999999932
0.2,126,1.0,0.0,0.9499999999999932
0.2,127,1.0,0.0,0.9499999999999932
0.2,128,0.9975,0.0,0.9476249999999932
0.2,129,0.9975,0.0,0.9476249999999932
0.2,130,0.9975,0.0,0.9476249999999932
0.2,131,0.9975,0.0,0.9476249999999932
0.2,132,1.0,0.0,0.9499999999999932
0.2,133,1.0,0.0,0.9499999999999932
0.2,134,1.0,0.0,0.9499999999999932
0.2,135,1.0,0.0,0.9499999999999932
0.2,136,0.9975,0.0,0.9476249999999932
0.2,137,1.0,0.0,0.9499999999999932
0.2,138,1.0,0.0,0.9499999999999932
0.2,139,1.0,0.0,0.9499999999999932
0.2,140,0.9975,0.0,0.9476249999999932
0.2,141,0.9975,0.0,0.9476249999999932
0.2,142,1.0,0.0,0.9499999999999932
0.2,143,1.0,0.0,0.9499999999999932
0.2,144,0.9975,0.0,0.9476249999999932
0.2,145,1.0,0.0,0.9499999999999932
0.2,146,0.995,0.0,0.9452499999999933
0.2,147,1.0,0.0,0.9499999999999932
0.2,148,1.0,0.0,0.9499999999999932
0.2,149,0.9975,0.0,0.9476249999999932
0.2,150,0.9975,0.0,0.9476249999999932
0.2,151,1.0,0.0,0.9499999999999932
0.2,152,1.0,0.0,0.9499999999999932
0.2,153,0.995,0.0,0.9452499999999933
0.2,154,1.0,0.0,0.9499999999999932
0.2,155,0.9975,0.0,0.9476249999999932
0.2,156,1.0,0.0,0.9499999999999932
0.2,157,1.0,0.0,0.9499999999999932
0.2,158,1.0,0.0,0.9499999999999932
0.2,159,0.9975,0.0,0.9476249999999932
0.2,160,1.0,0.0,0.9499999999999932
0.2,161,1.0,0.0,0.9499999999999932
0.2,162,1.0,0.0,0.9499999999999932
0.2,163,1.0,0.0,0.9499999999999932
0.2,164,1.0,0.0,0.9499999999999932
0.2,165,1.0,0.0,0.9499999999999932
0.2,166,1.0,0.0,0.9499999999999932
0.2,167,1.0,0.0,0.9499999999999932
0.2,168,0.9975,0.0,0.9476249999999932
0.2,169,1.0,0.0,0.9499999999999932
0.2,170,1.0,0.0,0.9499999999999932
0.2,171,1.0,0.0,0.9499999999999932
0.2,172,1.0,0.0,0.9499999999999932
0.2,173,1.0,0.0,0.9499999999999932
0.2,174,1.0,0.0,0.9499999999999932
0.2,175,1.0,0.0,0.9499999999999932
0.2,176,1.0,0.0,0.9499999999999932
0.2,177,1.0,0.0,0.9499999999999932
0.2,178,1.0,0.0,0.9499999999999932
0.2,179,1.0,0.0,0.9499999999999932
0.2,180,1.0,0.0,0.9499999999999932
0.2,181,1.0,0.0,0.9499999999999932
0.2,182,1.0,0.0,0.9499999999999932
0.2,183,1.0,0.0,0.9499999999999932
0.2,184,1.0,0.0,0.9499999999999932
0.2,185,1.0,0.0,0.9499999999999932
0.2,186,1.0,0.0,0.9499999999999932
0.2,187,1.0,0.0,0.9499999999999932
0.2,188,1.0,0.0,0.9499999999999932
0.2,189,1.0,0.0,0.9499999999999932
0.2,190,1.0,0.0,0.9499999999999932
0.2,191,1.0,0.0,0.9499999999999932
0.2,192,1.0,0.0,0.9499999999999932
0.2,193,1.0,0.0,0.9499999999999932
0.2,194,1.0,0.0,0.9499999999999932
0.2,195,1.0,0.0,0.9499999999999932
0.2,196,1.0,0.0,0.9499999999999932
0.2,197,1.0,0.0,0.9499999999999932
0.2,198,1.0,0.0,0.9499999999999932
0.2,199,1.0,0.0,0.9499999999999932
0.2,200,1.0,0.0,0.9499999999999932
0.2,201,1.0,0.0,0.9499999999999932
0.2,202,1.0,0.0,0.9499999999999932
0.2,203,1.0,0.0,0.9499999999999932
0.2,204,1.0,0.0,0.9499999999999932
0.2,205,1.0,0.0,0.9499999999999932
0.2,206,1.0,0.0,0.9499999999999932
0.2,207,1.0,0.0,0.9499999999999932
0.2,208,1.0,0.0,0.9499999999999932
0.2,209,1.0,0.0,0.9499999999999932
0.2,210,0.9975,0.0,0.9476249999999932
0.2,211,1.0,0.0,0.9499999999999932
0.2,212,1.0,0.0,0.9499999999999932
0.2,213,1.0,0.0,0.9499999999999932
0.2,214,1.0,0.0,0.9499999999999932
0.2,215,1.0,0.0,0.9499999999999932
0.2,216,1.0,0.0,0.9499999999999932
0.2,217,1.0,0.0,0.9499999999999932
0.2,218,1.0,0.0,0.9499999999999932
0.2,219,1.0,0.0,0.9499999999999932
0.2,220,1.0,0.0,0.9499999999999932
0.2,221,1.0,0.0,0.9499999999999932
0.2,222,1.0,0.0,0.9499999999999932
0.2,223,1.0,0.0,0.9499999999999932
0.2,224,1.0,0.0,0.9499999999999932
0.2,225,1.0,0.0,0.9499999999999932
0.2,226,1.0,0.0,0.9499999999999932
0.2,227,1.0,0.0,0.9499999999999932
0.2,228,1.0,0.0,0.9499999999999932
0.2,229,1.0,0.0,0.9499999999999932
0.2,230,1.0,0.0,0.9499999999999932
0.2,231,1.0,0.0,0.9499999999999932
0.2,232,1.0,0.0,0.9499999999999932
0.2,233,1.0,0.0,0.9499999999999932
0.2,234,1.0,0.0,0.9499999999999932
0.2,235,1.0,0.0,0.9499999999999932
0.2,236,1.0,0.0,0.9499999999999932
0.2,237,1.0,0.0,0.9499999999999932
0.2,238,1.0,0.0,0.9499999999999932
0.2,239,1.0,0.0,0.9499999999999932
0.2,240,1.0,0.0,0.9499999999999932
0.2,241,1.0,0.0,0.9499999999999932
0.2,242,1.0,0.0,0.9499999999999932
0.2,243,1.0,0.0,0.9499999999999932
0.2,244,1.0,0.0,0.9499999999999932
0.2,245,1.0,0.0,0.9499999999999932
0.2,246,1.0,0.0,0.9499999999999932
0.2,247,1.0,0.0,0.9499999999999932
0.2,248,1.0,0.0,0.9499999999999932
0.2,249,1.0,0.0,0.9499999999999932
0.2,250,1.0,0.0,0.9499999999999932
0.25,1,0.765,1.0,0.2677499999999987
0.25,2,0.865,0.3583815028901734,0.6357499999999962
0.25,3,0.835,0.5868263473053892,0.49924999999999736
0.25,4,0.86,0.37209302325581395,0.6249999999999963
0.25,5,0.8525,0.19648093841642228,0.7093749999999959
0.25,6,0.875,0.26,0.6947499999999961
0.25,7,0.89,0.23595505617977527,0.7194999999999958
0.25,8,0.895,0.1564245810055866,0.7662499999999958
0.25,9,0.9125,0.09041095890410959,0.8173749999999953
0.25,10,0.92,0.08695652173913043,0.825999999999995
0.25,11,0.895,0.12011173184357542,0.7857499999999957
0.25,12,0.9075,0.1184573002754821,0.7976249999999954
0.25,13,0.89,0.07303370786516854,0.8064999999999948
0.25,14,0.8975,0.06685236768802229,0.8166249999999947
0.25,15,0.92,0.07065217391304347,0.8349999999999947
0.25,16,0.9375,0.048,0.8636249999999948
0.25,17,0.905,0.049723756906077346,0.8327499999999947
0.25,18,0.9125,0.038356164383561646,0.8458749999999944
0.25,19,0.9325,0.040214477211796246,0.8633749999999942
0.25,20,0.9025,0.019390581717451522,0.8468749999999946
0.25,21,0.9225,0.032520325203252036,0.8583749999999943
0.25,22,0.9175,0.043596730245231606,0.8476249999999945
0.25,23,0.9275,0.05121293800539083,0.8526249999999943
0.25,24,0.925,0.05405405405405406,0.8487499999999945
0.25,25,0.94,0.031914893617021274,0.8749999999999943
0.25,26,0.93,0.02956989247311828,0.8669999999999942
0.25,27,0.93,0.021505376344086023,0.8714999999999943
0.25,28,0.925,0.021621621621621623,0.8667499999999941
0.25,29,0.9375,0.024,0.877124999999994
0.25,30,0.93,0.013440860215053764,0.8759999999999941
0.25,31,0.94,0.02127659574468085,0.8809999999999941
0.25,32,0.95,0.013157894736842105,0.8949999999999939
0.25,33,0.945,0.023809523809523808,0.8842499999999941
0.25,34,0.935,0.01871657754010695,0.877749999999994
0.25,35,0.9425,0.013262599469496022,0.887874999999994
0.25,36,0.9325,0.005361930294906166,0.882874999999994
0.25,37,0.935,0.02406417112299465,0.8747499999999943
0.25,38,0.935,0.016042780748663103,0.879249999999994
0.25,39,0.9275,0.008086253369272238,0.876624999999994
0.25,40,0.9175,0.010899182561307902,0.8656249999999942
0.25,41,0.9625,0.015584415584415584,0.9053749999999937
0.25,42,0.95,0.015789473684210527,0.893499999999994
0.25,43,0.9275,0.008086253369272238,0.8766249999999941
0.25,44,0.9225,0.005420054200542005,0.8733749999999941
0.25,45,0.9375,0.008,0.8861249999999941
0.25,46,0.93,0.008064516129032258,0.8789999999999941
0.25,47,0.9475,0.0079155672823219,0.8956249999999939
0.25,48,0.9475,0.005277044854881266,0.8971249999999938
0.25,49,0.95,0.013157894736842105,0.8949999999999938
0.25,50,0.925,0.002702702702702703,0.877249999999994
0.25,51,0.9275,0.0026954177897574125,0.879624999999994
0.25,52,0.9275,0.0026954177897574125,0.879624999999994
0.25,53,0.94,0.0,0.8929999999999939
0.25,54,0.945,0.010582010582010581,0.8917499999999938
0.25,55,0.955,0.002617801047120419,0.9057499999999936
0.25,56,0.955,0.0,0.9072499999999937
0.25,57,0.9425,0.013262599469496022,0.8878749999999939
0.25,58,0.945,0.0026455026455026454,0.8962499999999938
0.25,59,0.955,0.005235602094240838,0.9042499999999937
0.25,60,0.9425,0.002652519893899204,0.8938749999999938
0.25,61,0.9525,0.005249343832020997,0.9018749999999938
0.25,62,0.9425,0.005305039787798408,0.8923749999999938
0.25,63,0.9575,0.0026109660574412533,0.9081249999999936
0.25,64,0.9525,0.005249343832020997,0.9018749999999938
0.25,65,0.9525,0.0,0.9048749999999938
0.25,66,0.955,0.002617801047120419,0.9057499999999937
0.25,67,0.97,0.007731958762886598,0.9169999999999936
0.25,68,0.9625,0.007792207792207792,0.9098749999999938
0.25,69,0.955,0.002617801047120419,0.9057499999999936
0.25,70,0.9525,0.0026246719160104987,0.9033749999999938
0.25,71,0.965,0.0051813471502590676,0.9137499999999936
0.25,72,0.9475,0.0,0.9001249999999937
0.25,73,0.9575,0.0026109660574412533,0.9081249999999936
0.25,74,0.9625,0.0025974025974025974,0.9128749999999936
0.25,75,0.9725,0.002570694087403599,0.9223749999999934
0.25,76,0.9575,0.0026109660574412533,0.9081249999999937
0.25,77,0.955,0.0,0.9072499999999937
0.25,78,0.9625,0.005194805194805195,0.9113749999999936
0.25,79,0.945,0.0,0.8977499999999938
0.25,80,0.975,0.0,0.9262499999999935
0.25,81,0.945,0.0026455026455026454,0.8962499999999939
0.25,82,0.9675,0.002583979328165375,0.9176249999999935
0.25,83,0.98,0.0,0.9309999999999934
0.25,84,0.96,0.0026041666666666665,0.9104999999999935
0.25,85,0.96,0.0,0.9119999999999936
0.25,86,0.95,0.0,0.9024999999999938
0.25,87,0.9725,0.0,0.9238749999999935
0.25,88,0.9725,0.0,0.9238749999999935
0.25,89,0.9625,0.0025974025974025974,0.9128749999999937
0.25,90,0.9725,0.002570694087403599,0.9223749999999936
0.25,91,0.975,0.0,0.9262499999999935
0.25,92,0.9725,0.0,0.9238749999999935
0.25,93,0.9675,0.002583979328165375,0.9176249999999935
0.25,94,0.97,0.0,0.9214999999999935
0.25,95,0.9725,0.0,0.9238749999999935
0.25,96,0.96,0.0026041666666666665,0.9104999999999935
0.25,97,0.9675,0.002583979328165375,0.9176249999999935
0.25,98,0.9575,0.0026109660574412533,0.9081249999999936
0.25,99,0.9725,0.0,0.9238749999999935
0.25,100,0.9825,0.0,0.9333749999999934
0.25,101,0.9725,0.0,0.9238749999999935
0.25,102,0.98,0.0,0.9309999999999934
0.25,103,0.9625,0.0,0.9143749999999936
0.25,104,0.9775,0.0,0.9286249999999935
0.25,105,0.975,0.002564102564102564,0.9247499999999934
0.25,106,0.97,0.0,0.9214999999999935
0.25,107,0.955,0.0,0.9072499999999937
0.25,108,0.9775,0.0025575447570332483,0.9271249999999934
0.25,109,0.965,0.0,0.9167499999999936
0.25,110,0.9725,0.0,0.9238749999999935
0.25,111,0.965,0.0,0.9167499999999936
0.25,112,0.9675,0.0,0.9191249999999935
0.25,113,0.965,0.0025906735751295338,0.9152499999999937
0.25,114,0.975,0.0,0.9262499999999935
0.25,115,0.975,0.002564102564102564,0.9247499999999934
0.25,116,0.9775,0.0,0.9286249999999935
0.25,117,0.975,0.0,0.9262499999999935
0.25,118,0.9725,0.0,0.9238749999999935
0.25,119,0.9775,0.0025575447570332483,0.9271249999999935
0.25,120,0.98,0.00510204081632653,0.9279999999999934
0.25,121,0.9775,0.0025575447570332483,0.9271249999999934
0.25,122,0.98,0.0,0.9309999999999934
0.25,123,0.9825,0.0,0.9333749999999934
0.25,124,0.985,0.0,0.9357499999999933
0.25,125,0.9675,0.0,0.9191249999999935
0.25,126,0.9925,0.0,0.9428749999999932
0.25,127,0.98,0.0,0.9309999999999934
0.25,128,0.98,0.002551020408163265,0.9294999999999934
0.25,129,0.98,0.002551020408163265,0.9294999999999934
0.25,130,0.9775,0.0,0.9286249999999935
0.25,131,0.9575,0.0,0.9096249999999937
0.25,132,0.97,0.0,0.9214999999999935
0.25,133,0.975,0.0,0.9262499999999935
0.25,134,0.97,0.0,0.9214999999999935
0.25,135,0.9775,0.0,0.9286249999999935
0.25,136,0.975,0.0,0.9262499999999935
0.25,137,0.985,0.0,0.9357499999999933
0.25,138,0.9875,0.0,0.9381249999999933
0.25,139,0.9725,0.0,0.9238749999999935
0.25,140,0.99,0.0,0.9404999999999933
0.25,141,0.9825,0.0,0.9333749999999934
0.25,142,0.9825,0.0,0.9333749999999934
0.25,143,0.99,0.0,0.9404999999999933
0.25,144,0.985,0.0,0.9357499999999933
0.25,145,0.98,0.0,0.9309999999999934
0.25,146,0.9875,0.0,0.9381249999999933
0.25,147,0.985,0.0,0.9357499999999933
0.25,148,0.995,0.0,0.9452499999999933
0.25,149,0.98,0.0,0.9309999999999934
0.25,150,0.9925,0.0,0.9428749999999932
0.25,151,0.9825,0.0,0.9333749999999934
0.25,152,0.9875,0.0,0.9381249999999933
0.25,153,0.9775,0.0,0.9286249999999935
0.25,154,0.9775,0.0,0.9286249999999935
0.25,155,0.985,0.0,0.9357499999999933
0.25,156,0.9925,0.0,0.9428749999999932
0.25,157,0.9875,0.0,0.9381249999999933
0.25,158,0.985,0.0,0.9357499999999933
0.25,159,0.985,0.0,0.9357499999999933
0.25,160,0.98,0.0,0.9309999999999934
0.25,161,0.9825,0.0,0.9333749999999934
0.25,162,0.985,0.0,0.9357499999999933
0.25,163,0.995,0.0,0.9452499999999933
0.25,164,0.99,0.0,0.9404999999999933
0.25,165,0.985,0.0,0.9357499999999933
0.25,166,0.98,0.0,0.9309999999999934
0.25,167,0.985,0.0,0.9357499999999933
0.25,168,0.9925,0.0,0.9428749999999932
0.25,169,0.985,0.0,0.9357499999999933
0.25,170,0.985,0.0,0.9357499999999933
0.25,171,0.99,0.0,0.9404999999999933
0.25,172,0.9875,0.0,0.9381249999999933
0.25,173,0.99,0.0,0.9404999999999933
0.25,174,0.9825,0.0,0.9333749999999934
0.25,175,0.985,0.0,0.9357499999999933
0.25,176,0.99,0.0,0.9404999999999933
0.25,177,0.99,0.0,0.9404999999999933
0.25,178,0.9875,0.0,0.9381249999999933
0.25,179,0.995,0.0,0.9452499999999933
0.25,180,0.985,0.0,0.9357499999999933
0.25,181,0.9875,0.0,0.9381249999999933
0.25,182,0.9975,0.0,0.9476249999999932
0.25,183,0.9925,0.0,0.9428749999999932
0.25,184,0.9825,0.0,0.9333749999999934
0.25,185,0.9875,0.0,0.9381249999999933
0.25,186,0.9925,0.0,0.9428749999999932
0.25,187,0.9975,0.0,0.9476249999999932
0.25,188,1.0,0.0,0.9499999999999932
0.25,189,0.9875,0.0,0.9381249999999933
0.25,190,0.995,0.0,0.9452499999999933
0.25,191,0.98,0.0,0.9309999999999934
0.25,192,0.9825,0.0,0.9333749999999934
0.25,193,0.9925,0.0,0.9428749999999932
0.25,194,0.99,0.0,0.9404999999999933
0.25,195,0.9925,0.0,0.9428749999999932
0.25,196,0.9975,0.0,0.9476249999999932
0.25,197,0.9875,0.0,0.9381249999999933
0.25,198,0.995,0.0,0.9452499999999933
0.25,199,0.9975,0.0,0.9476249999999932
0.25,200,0.99,0.0,0.9404999999999933
0.25,201,0.9925,0.0,0.9428749999999932
0.25,202,0.9925,0.0,0.9428749999999932
0.25,203,0.995,0.0,0.9452499999999933
0.25,204,0.9875,0.0,0.9381249999999933
0.25,205,0.995,0.0,0.9452499999999933
0.25,206,0.995,0.0,0.9452499999999933
0.25,207,0.9875,0.0,0.9381249999999933
0.25,208,0.9875,0.0,0.9381249999999933
0.25,209,0.9875,0.0,0.9381249999999933
0.25,210,0.99,0.0,0.9404999999999933
0.25,211,0.9925,0.0,0.9428749999999932
0.25,212,0.9925,0.0,0.9428749999999932
0.25,213,0.9925,0.0,0.9428749999999932
0.25,214,0.985,0.0,0.9357499999999933
0.25,215,0.995,0.0,0.9452499999999933
0.25,216,0.9875,0.0,0.9381249999999933
0.25,217,0.99,0.0,0.9404999999999933
0.25,218,0.985,0.0,0.9357499999999933
0.25,219,0.9925,0.0,0.9428749999999932
0.25,220,0.995,0.0,0.9452499999999933
0.25,221,0.995,0.0,0.9452499999999933
0.25,222,0.9925,0.0,0.9428749999999932
0.25,223,0.995,0.0,0.9452499999999933
0.25,224,0.995,0.0,0.9452499999999933
0.25,225,0.995,0.0,0.9452499999999933
0.25,226,0.9975,0.0,0.9476249999999932
0.25,227,0.9875,0.0,0.9381249999999933
0.25,228,0.9925,0.0,0.9428749999999932
0.25,229,1.0,0.0,0.9499999999999932
0.25,230,0.9925,0.0,0.9428749999999932
0.25,231,0.9925,0.0,0.9428749999999932
0.25,232,0.9975,0.0,0.9476249999999932
0.25,233,0.995,0.0,0.9452499999999933
0.25,234,0.995,0.0,0.9452499999999933
0.25,235,0.99,0.0,0.9404999999999933
0.25,236,0.99,0.0,0.9404999999999933
0.25,237,0.99,0.0,0.9404999999999933
0.25,238,0.9975,0.0,0.9476249999999932
0.25,239,1.0,0.0,0.9499999999999932
0.25,240,0.995,0.0,0.9452499999999933
0.25,241,0.99,0.0,0.9404999999999933
0.25,242,0.9925,0.0,0.9428749999999932
0.25,243,0.99,0.0,0.9404999999999933
0.25,244,0.99,0.0,0.9404999999999933
0.25,245,0.995,0.0,0.9452499999999933
0.25,246,0.99,0.0,0.9404999999999933
0.25,247,0.9975,0.0,0.9476249999999932
0.25,248,0.995,0.0,0.9452499999999933
0.25,249,0.9925,0.0,0.9428749999999932
0.25,250,0.9975,0.0,0.9476249999999932
0.3,1,0.7375,1.0,0.2581249999999989
0.3,2,0.7825,1.0,0.2738749999999986
0.3,3,0.8225,0.5379939209726444,0.5158749999999973
0.3,4,0.8125,0.2923076923076923,0.6293749999999964
0.3,5,0.8275,0.4229607250755287,0.5761249999999967
0.3,6,0.85,0.34411764705882353,0.6319999999999962
0.3,7,0.8675,0.21037463976945245,0.714624999999996
0.3,8,0.8475,0.2359882005899705,0.6851249999999962
0.3,9,0.835,0.2215568862275449,0.6822499999999962
0.3,10,0.8825,0.1954674220963173,0.734874999999996
0.3,11,0.895,0.164804469273743,0.7617499999999954
0.3,12,0.925,0.17027027027027028,0.7842499999999952
0.3,13,0.905,0.1685082872928177,0.7682499999999954
0.3,14,0.89,0.1544943820224719,0.7629999999999957
0.3,15,0.9,0.14444444444444443,0.7769999999999953
0.3,16,0.9225,0.12195121951219512,0.808874999999995
0.3,17,0.93,0.13440860215053763,0.8084999999999957
0.3,18,0.9225,0.08401084010840108,0.8298749999999947
0.3,19,0.915,0.09562841530054644,0.816749999999995
0.3,20,0.915,0.07377049180327869,0.8287499999999952
0.3,21,0.9225,0.08401084010840108,0.8298749999999953
0.3,22,0.9025,0.09418282548476455,0.8063749999999952
0.3,23,0.8975,0.06128133704735376,0.819624999999995
0.3,24,0.88,0.04261363636363636,0.8134999999999948
0.3,25,0.895,0.05307262569832402,0.8217499999999948
0.3,26,0.92,0.10597826086956522,0.8154999999999951
0.3,27,0.895,0.04189944134078212,0.8277499999999948
0.3,28,0.88,0.03977272727272727,0.8149999999999948
0.3,29,0.9025,0.04986149584487535,0.8303749999999949
0.3,30,0.915,0.060109289617486336,0.8362499999999947
0.3,31,0.9025,0.04155124653739612,0.834874999999995
0.3,32,0.915,0.04644808743169399,0.8437499999999948
0.3,33,0.9,0.03611111111111111,0.8354999999999948
0.3,34,0.915,0.04918032786885246,0.8422499999999944
0.3,35,0.915,0.05737704918032787,0.8377499999999948
0.3,36,0.905,0.022099447513812154,0.8477499999999946
0.3,37,0.8925,0.025210084033613446,0.8343749999999946
0.3,38,0.9125,0.038356164383561646,0.8458749999999945
0.3,39,0.8975,0.016713091922005572,0.8436249999999944
0.3,40,0.8725,0.022922636103151862,0.8168749999999947
0.3,41,0.8925,0.022408963585434174,0.8358749999999945
0.3,42,0.915,0.0273224043715847,0.8542499999999943
0.3,43,0.91,0.027472527472527472,0.8494999999999944
0.3,44,0.8875,0.028169014084507043,0.8281249999999946
0.3,45,0.905,0.027624309392265192,0.8447499999999946
0.3,46,0.88,0.014204545454545454,0.8284999999999947
0.3,47,0.905,0.016574585635359115,0.8507499999999945
0.3,48,0.8925,0.0196078431372549,0.8373749999999948
0.3,49,0.9025,0.019390581717451522,0.8468749999999945
0.3,50,0.895,0.025139664804469275,0.8367499999999944
0.3,51,0.9175,0.027247956403269755,0.8566249999999943
0.3,52,0.875,0.022857142857142857,0.8192499999999947
0.3,53,0.8875,0.014084507042253521,0.8356249999999946
0.3,54,0.895,0.019553072625698324,0.8397499999999944
0.3,55,0.885,0.01977401129943503,0.8302499999999946
0.3,56,0.9075,0.02203856749311295,0.8501249999999944
0.3,57,0.9125,0.0273972602739726,0.8518749999999945
0.3,58,0.8975,0.022284122562674095,0.8406249999999944
0.3,59,0.925,0.02972972972972973,0.8622499999999943
0.3,60,0.905,0.0055248618784530384,0.8567499999999942
0.3,61,0.9225,0.016260162601626018,0.8673749999999941
0.3,62,0.9025,0.0110803324099723,0.8513749999999943
0.3,63,0.8925,0.028011204481792718,0.8328749999999946
0.3,64,0.9125,0.0136986301369863,0.8593749999999943
0.3,65,0.9,0.011111111111111112,0.8489999999999944
0.3,66,0.8925,0.022408963585434174,0.8358749999999945
0.3,67,0.89,0.008426966292134831,0.8409999999999944
0.3,68,0.915,0.01639344262295082,0.8602499999999944
0.3,69,0.915,0.02185792349726776,0.8572499999999944
0.3,70,0.8925,0.014005602240896359,0.8403749999999945
0.3,71,0.905,0.011049723756906077,0.8537499999999943
0.3,72,0.9025,0.008310249307479225,0.8528749999999944
0.3,73,0.9075,0.008264462809917356,0.8576249999999943
0.3,74,0.9,0.016666666666666666,0.8459999999999945
0.3,75,0.915,0.01366120218579235,0.8617499999999942
0.3,76,0.895,0.013966480446927373,0.8427499999999946
0.3,77,0.9175,0.013623978201634877,0.8641249999999941
0.3,78,0.92,0.021739130434782608,0.8619999999999942
0.3,79,0.9,0.008333333333333333,0.8504999999999943
0.3,80,0.89,0.011235955056179775,0.8394999999999945
0.3,81,0.9,0.011111111111111112,0.8489999999999944
0.3,82,0.9325,0.005361930294906166,0.882874999999994
0.3,83,0.9175,0.008174386920980926,0.867124999999994
0.3,84,0.8925,0.0028011204481792717,0.8463749999999943
0.3,85,0.9,0.005555555555555556,0.8519999999999943
0.3,86,0.9125,0.005479452054794521,0.8638749999999942
0.3,87,0.9125,0.00821917808219178,0.8623749999999943
0.3,88,0.91,0.005494505494505495,0.8614999999999943
0.3,89,0.89,0.0,0.8454999999999945
0.3,90,0.88,0.002840909090909091,0.8344999999999945
0.3,91,0.915,0.00819672131147541,0.8647499999999942
0.3,92,0.9075,0.008264462809917356,0.8576249999999942
0.3,93,0.9175,0.0,0.8716249999999941
0.3,94,0.8775,0.002849002849002849,0.8321249999999946
0.3,95,0.8925,0.0056022408963585435,0.8448749999999944
0.3,96,0.905,0.0027624309392265192,0.8582499999999942
0.3,97,0.87,0.0,0.8264999999999947
0.3,98,0.8975,0.005571030640668524,0.8496249999999944
0.3,99,0.9225,0.008130081300813009,0.8718749999999942
0.3,100,0.89,0.008426966292134831,0.8409999999999945
0.3,101,0.905,0.0055248618784530384,0.8567499999999942
0.3,102,0.89,0.0056179775280898875,0.8424999999999945
0.3,103,0.9,0.005555555555555556,0.8519999999999943
0.3,104,0.9025,0.002770083102493075,0.8558749999999944
0.3,105,0.905,0.008287292817679558,0.8552499999999944
0.3,106,0.9075,0.008264462809917356,0.8576249999999943
0.3,107,0.88,0.005681818181818182,0.8329999999999945
0.3,108,0.9,0.002777777777777778,0.8534999999999944
0.3,109,0.8975,0.011142061281337047,0.8466249999999944
0.3,110,0.9075,0.0027548209366391185,0.8606249999999943
0.3,111,0.9075,0.005509641873278237,0.8591249999999943
0.3,112,0.9025,0.002770083102493075,0.8558749999999943
0.3,113,0.9075,0.005509641873278237,0.8591249999999943
0.3,114,0.88,0.011363636363636364,0.8299999999999946
0.3,115,0.895,0.00558659217877095,0.8472499999999944
0.3,116,0.9,0.002777777777777778,0.8534999999999944
0.3,117,0.915,0.00546448087431694,0.8662499999999942
0.3,118,0.92,0.0,0.8739999999999941
0.3,119,0.9375,0.0026666666666666666,0.889124999999994
0.3,120,0.9275,0.0,0.881124999999994
0.3,121,0.925,0.0,0.878749999999994
0.3,122,0.9175,0.0027247956403269754,0.870124999999994
0.3,123,0.9125,0.0027397260273972603,0.8653749999999941
0.3,124,0.8725,0.008595988538681949,0.8243749999999948
0.3,125,0.895,0.0,0.8502499999999944
0.3,126,0.905,0.0,0.8597499999999942
0.3,127,0.9075,0.0,0.8621249999999943
0.3,128,0.8975,0.005571030640668524,0.8496249999999944
0.3,129,0.9425,0.0,0.8953749999999938
0.3,130,0.915,0.0,0.8692499999999942
0.3,131,0.92,0.0,0.8739999999999941
0.3,132,0.9025,0.0,0.8573749999999943
0.3,133,0.915,0.0,0.8692499999999942
0.3,134,0.9375,0.0,0.8906249999999939
