p0,t,A_market_share,product2_rate_when_A_chosen,avg_profit_per_period
0.15,185,1.0,0.0,0.9499999999999932
0.15,186,1.0,0.0,0.9499999999999932
0.15,187,1.0,0.0,0.9499999999999932
0.15,188,1.0,0.0,0.9499999999999932
0.15,189,1.0,0.0,0.9499999999999932
0.15,190,1.0,0.0,0.9499999999999932
0.15,191,1.0,0.0,0.9499999999999932
0.15,192,1.0,0.0,0.9499999999999932
0.15,193,1.0,0.0,0.9499999999999932
0.15,194,1.0,0.0,0.9499999999999932
0.15,195,1.0,0.0,0.9499999999999932
0.15,196,1.0,0.0,0.9499999999999932
0.15,197,1.0,0.0,0.9499999999999932
0.15,198,1.0,0.0,0.9499999999999932
0.15,199,1.0,0.0,0.9499999999999932
0.15,200,1.0,0.0,0.9499999999999932
0.15,201,1.0,0.0,0.9499999999999932
0.15,202,1.0,0.0,0.9499999999999932
0.15,203,1.0,0.0,0.9499999999999932
0.15,204,1.0,0.0,0.9499999999999932
0.15,205,1.0,0.0,0.9499999999999932
0.15,206,1.0,0.0,0.9499999999999932
0.15,207,1.0,0.0,0.9499999999999932
0.15,208,1.0,0.0,0.9499999999999932
0.15,209,1.0,0.0,0.9499999999999932
0.15,210,1.0,0.0,0.9499999999999932
0.15,211,1.0,0.0,0.9499999999999932
0.15,212,1.0,0.0,0.9499999999999932
0.15,213,1.0,0.0,0.9499999999999932
0.15,214,1.0,0.0,0.9499999999999932
0.15,215,1.0,0.0,0.9499999999999932
0.15,216,1.0,0.0,0.9499999999999932
0.15,217,1.0,0.0,0.9499999999999932
0.15,218,1.0,0.0,0.9499999999999932
0.15,219,1.0,0.0,0.9499999999999932
0.15,220,1.0,0.0,0.9499999999999932
0.15,221,1.0,0.0,0.9499999999999932
0.15,222,1.0,0.0,0.9499999999999932
0.15,223,1.0,0.0,0.9499999999999932
0.15,224,1.0,0.0,0.9499999999999932
0.15,225,1.0,0.0,0.9499999999999932
0.15,226,1.0,0.0,0.9499999999999932
0.15,227,1.0,0.0,0.9499999999999932
0.15,228,1.0,0.0,0.9499999999999932
0.15,229,1.0,0.0,0.9499999999999932
0.15,230,1.0,0.0,0.9499999999999932
0.15,231,1.0,0.0,0.9499999999999932
0.15,232,1.0,0.0,0.9499999999999932
0.15,233,1.0,0.0,0.9499999999999932
0.15,234,1.0,0.0,0.9499999999999932
0.15,235,1.0,0.0,0.9499999999999932
0.15,236,1.0,0.0,0.9499999999999932
0.15,237,1.0,0.0,0.9499999999999932
0.15,238,1.0,0.0,0.9499999999999932
0.15,239,1.0,0.0,0.9499999999999932
0.15,240,1.0,0.0,0.9499999999999932
0.15,241,1.0,0.0,0.9499999999999932
0.15,242,1.0,0.0,0.9499999999999932
0.15,243,1.0,0.0,0.9499999999999932
0.15,244,1.0,0.0,0.9499999999999932
0.15,245,1.0,0.0,0.9499999999999932
0.15,246,1.0,0.0,0.9499999999999932
0.15,247,1.0,0.0,0.9499999999999932
0.15,248,1.0,0.0,0.9499999999999932
0.15,249,1.0,0.0,0.9499999999999932
0.15,250,1.0,0.0,0.9499999999999932
0.2,1,0.8,1.0,0.27999999999999853
0.2,2,0.885,0.3107344632768362,0.6757499999999962
0.2,3,0.9025,0.11634349030470914,0.7943749999999953
0.2,4,0.86,0.33430232558139533,0.6444999999999963
0.2,5,0.905,0.23204419889502761,0.7337499999999959
0.2,6,0.91,0.11263736263736264,0.8029999999999953
0.2,7,0.9375,0.06133333333333333,0.8561249999999946
0.2,8,0.92,0.04076086956521739,0.8514999999999947
0.2,9,0.9275,0.07008086253369272,0.8421249999999949
0.2,10,0.9025,0.06925207756232687,0.8198749999999955
0.2,11,0.915,0.06830601092896176,0.8317499999999951
0.2,12,0.945,0.047619047619047616,0.8707499999999945
0.2,13,0.9275,0.03773584905660377,0.8601249999999944
0.2,14,0.9325,0.029490616621983913,0.8693749999999943
0.2,15,0.92,0.019021739130434784,0.8634999999999944
0.2,16,0.9275,0.02425876010781671,0.8676249999999942
0.2,17,0.9275,0.016172506738544475,0.872124999999994
0.2,18,0.9425,0.01856763925729443,0.884874999999994
0.2,19,0.92,0.008152173913043478,0.869499999999994
0.2,20,0.93,0.021505376344086023,0.8714999999999944
0.2,21,0.9325,0.021447721179624665,0.8738749999999942
0.2,22,0.9375,0.018666666666666668,0.8801249999999944
0.2,23,0.92,0.010869565217391304,0.8679999999999944
0.2,24,0.95,0.005263157894736842,0.8994999999999937
0.2,25,0.9375,0.005333333333333333,0.8876249999999941
0.2,26,0.96,0.005208333333333333,0.9089999999999937
0.2,27,0.965,0.010362694300518135,0.910749999999994
0.2,28,0.96,0.005208333333333333,0.9089999999999937
0.2,29,0.975,0.005128205128205128,0.9232499999999935
0.2,30,0.9675,0.00516795865633075,0.9161249999999935
0.2,31,0.95,0.0,0.9024999999999938
0.2,32,0.9625,0.0025974025974025974,0.9128749999999936
0.2,33,0.97,0.0,0.9214999999999935
0.2,34,0.9575,0.0,0.9096249999999937
0.2,35,0.9625,0.0,0.9143749999999936
0.2,36,0.985,0.0025380710659898475,0.9342499999999933
0.2,37,0.965,0.0,0.9167499999999936
0.2,38,0.9675,0.002583979328165375,0.9176249999999935
0.2,39,0.9575,0.0026109660574412533,0.9081249999999936
0.2,40,0.9625,0.005194805194805195,0.9113749999999936
0.2,41,0.9725,0.0,0.9238749999999935
0.2,42,0.965,0.0051813471502590676,0.9137499999999936
0.2,43,0.98,0.0,0.9309999999999934
0.2,44,0.965,0.0,0.9167499999999936
0.2,45,0.9775,0.0,0.9286249999999935
0.2,46,0.965,0.0025906735751295338,0.9152499999999936
0.2,47,0.9775,0.005115089514066497,0.9256249999999935
0.2,48,0.9775,0.0,0.9286249999999935
0.2,49,0.97,0.0,0.9214999999999935
0.2,50,0.975,0.0,0.9262499999999935
0.2,51,0.9875,0.0,0.9381249999999933
0.2,52,0.9875,0.0,0.9381249999999933
0.2,53,0.9575,0.0,0.9096249999999937
0.2,54,0.975,0.0,0.9262499999999935
0.2,55,0.9825,0.0,0.9333749999999934
0.2,56,0.9775,0.0025575447570332483,0.9271249999999934
0.2,57,0.98,0.00510204081632653,0.9279999999999934
0.2,58,0.98,0.0,0.9309999999999934
0.2,59,0.9975,0.0,0.9476249999999932
0.2,60,0.9875,0.0,0.9381249999999933
0.2,61,0.9825,0.0,0.9333749999999934
0.2,62,0.985,0.0,0.9357499999999933
0.2,63,0.9975,0.0,0.9476249999999932
0.2,64,0.9925,0.0,0.9428749999999932
0.2,65,0.9775,0.0025575447570332483,0.9271249999999934
0.2,66,0.99,0.0025252525252525255,0.9389999999999933
0.2,67,0.995,0.002512562814070352,0.9437499999999932
0.2,68,0.9875,0.0,0.9381249999999933
0.2,69,0.995,0.0,0.9452499999999933
0.2,70,0.9925,0.0,0.9428749999999932
0.2,71,0.99,0.0025252525252525255,0.9389999999999933
0.2,72,0.99,0.0025252525252525255,0.9389999999999933
0.2,73,0.9925,0.0,0.9428749999999932
0.2,74,0.9925,0.0,0.9428749999999932
0.2,75,0.9875,0.0,0.9381249999999933
0.2,76,0.9875,0.0,0.9381249999999933
0.2,77,0.985,0.0,0.9357499999999933
0.2,78,0.98,0.0,0.9309999999999934
0.2,79,0.9925,0.0,0.9428749999999932
0.2,80,0.99,0.0,0.9404999999999933
0.2,81,0.995,0.0,0.9452499999999933
0.2,82,0.99,0.0,0.9404999999999933
